,date,zip_code,hospitalization_rate
993,8/2020,11221,8.6
994,8/2020,11222,8.3
995,8/2020,11223,8.6
996,8/2020,11224,15.1
997,8/2020,11225,13.9
998,8/2020,11226,8.2
999,8/2020,11228,11.1
1000,8/2020,11229,10.8
1001,8/2020,11230,14.6
1002,8/2020,11231,5.4
1003,8/2020,11232,22.2
1004,8/2020,11233,2.7
1005,8/2020,11234,10.6
1006,8/2020,11235,23.0
1007,8/2020,11236,10.3
1008,8/2020,11237,14.6
1009,8/2020,11238,5.6
1010,8/2020,11239,7.7
1011,8/2020,11354,26.0
1012,8/2020,11355,11.4
1013,8/2020,11356,13.1
1014,8/2020,11357,12.9
1015,8/2020,11358,2.8
1016,8/2020,11360,0.0
1017,8/2020,11361,0.0
1018,8/2020,11362,0.0
1019,8/2020,11363,0.0
1020,8/2020,11364,2.8
1021,8/2020,11365,4.6
1022,8/2020,11366,0.0
1023,8/2020,11367,17.2
1024,8/2020,11368,21.7
1025,8/2020,11369,5.9
1026,8/2020,11370,28.3
1027,8/2020,11372,16.5
1028,8/2020,11373,10.9
1029,8/2020,11374,19.3
1030,8/2020,11375,21.0
1031,8/2020,11377,8.3
1032,8/2020,11378,16.6
1033,8/2020,11379,10.9
1034,8/2020,11385,3.9
1035,8/2020,11411,0.0
1036,8/2020,11412,2.6
1037,8/2020,11413,4.6
1038,8/2020,11414,10.6
1039,8/2020,11415,10.6
1040,8/2020,11416,18.9
1041,8/2020,11417,3.2
1042,8/2020,11418,5.3
1043,8/2020,11419,10.3
1044,8/2020,11420,6.3
1045,8/2020,11421,12.5
1046,8/2020,11422,3.1
1047,8/2020,11423,16.1
1048,8/2020,11426,19.8
1049,8/2020,11427,4.2
1050,8/2020,11428,5.4
1051,8/2020,11429,3.6
1052,8/2020,11432,14.8
1053,8/2020,11433,16.4
1054,8/2020,11434,6.0
1055,8/2020,11435,3.4
1056,8/2020,11436,15.0
1057,8/2020,11691,19.4
1058,8/2020,11692,14.3
1059,8/2020,11693,0.0
1060,8/2020,11694,0.0
1061,8/2020,11697,0.0
1062,9/2020,10001,3.6
1063,9/2020,10002,10.6
1064,9/2020,10003,0.0
1065,9/2020,10004,0.0
1066,9/2020,10005,0.0
1067,9/2020,10006,0.0
1068,9/2020,10007,0.0
1069,9/2020,10009,1.7
1070,9/2020,10010,6.0
1071,9/2020,10011,4.0
1072,9/2020,10012,4.3
1073,9/2020,10013,6.9
1074,9/2020,10014,6.6
1075,9/2020,10016,2.0
1076,9/2020,10017,6.4
1077,9/2020,10018,8.5
1078,9/2020,10019,0.0
1079,9/2020,10021,4.4
1080,9/2020,10022,0.0
1081,9/2020,10023,3.2
1082,9/2020,10024,6.8
1083,9/2020,10025,5.5
1084,9/2020,10026,7.8
1085,9/2020,10027,9.5
1086,9/2020,10028,0.0
1087,9/2020,10029,8.9
1088,9/2020,10030,10.2
1089,9/2020,10031,6.8
1090,9/2020,10032,6.3
1091,9/2020,10033,10.3
1092,9/2020,10034,11.8
1093,9/2020,10035,5.7
1094,9/2020,10036,11.0
1095,9/2020,10037,14.4
1096,9/2020,10038,4.4
1097,9/2020,10039,7.4
1098,9/2020,10040,11.4
1099,9/2020,10044,0.0
1100,9/2020,10065,0.0
1101,9/2020,10069,15.9
1102,9/2020,10075,17.4
1103,9/2020,10128,3.4
1104,9/2020,10280,0.0
1105,9/2020,10282,0.0
1106,9/2020,10301,7.7
1107,9/2020,10302,16.2
1108,9/2020,10303,3.8
1109,9/2020,10304,2.4
1110,9/2020,10305,0.0
1111,9/2020,10306,5.7
1112,9/2020,10307,13.4
1113,9/2020,10308,6.7
1114,9/2020,10309,12.1
1115,9/2020,10310,17.1
1116,9/2020,10312,6.6
1117,9/2020,10314,10.8
1118,9/2020,10451,8.4
1119,9/2020,10452,18.6
1120,9/2020,10453,15.3
1121,9/2020,10454,13.2
1122,9/2020,10455,7.2
1123,9/2020,10456,11.8
1124,9/2020,10457,9.5
1125,9/2020,10458,8.5
1126,9/2020,10459,20.9
1127,9/2020,10460,10.2
1128,9/2020,10461,22.4
1129,9/2020,10462,9.3
1130,9/2020,10463,8.6
1131,9/2020,10464,0.0
1132,9/2020,10465,4.6
1133,9/2020,10466,8.4
1134,9/2020,10467,3.9
1135,9/2020,10468,18.0
1136,9/2020,10469,11.0
1137,9/2020,10470,13.3
1138,9/2020,10471,9.4
1139,9/2020,10472,19.1
1140,9/2020,10473,22.0
1141,9/2020,10474,0.0
1142,9/2020,10475,18.7
1143,9/2020,11004,0.0
1144,9/2020,11101,5.4
1145,9/2020,11102,30.0
1146,9/2020,11103,17.2
1147,9/2020,11104,3.9
1148,9/2020,11105,5.5
1149,9/2020,11106,16.0
1150,9/2020,11109,0.0
1151,9/2020,11201,1.6
1152,9/2020,11203,12.3
1153,9/2020,11204,22.1
1154,9/2020,11205,2.2
1155,9/2020,11206,16.1
1156,9/2020,11207,7.9
1157,9/2020,11208,9.4
1158,9/2020,11209,7.4
1159,9/2020,11210,28.9
1160,9/2020,11211,19.7
1161,9/2020,11212,8.1
1162,9/2020,11213,6.2
1163,9/2020,11214,11.9
1164,9/2020,11215,1.4
1165,9/2020,11216,9.1
1166,9/2020,11217,0.0
1167,9/2020,11218,29.7
1168,9/2020,11219,38.9
1169,9/2020,11220,10.6
1170,9/2020,11221,7.4
1171,9/2020,11222,5.5
1172,9/2020,11223,27.0
1173,9/2020,11224,13.0
1174,9/2020,11225,10.4
1175,9/2020,11226,13.4
1176,9/2020,11228,20.0
1177,9/2020,11229,22.7
1178,9/2020,11230,36.0
1179,9/2020,11231,5.4
1180,9/2020,11232,14.8
1181,9/2020,11233,8.1
1182,9/2020,11234,9.6
1183,9/2020,11235,12.8
1184,9/2020,11236,11.3
1185,9/2020,11237,8.3
1186,9/2020,11238,16.8
1187,9/2020,11239,15.4
1188,9/2020,11354,14.8
1189,9/2020,11355,12.7
1190,9/2020,11356,13.1
1191,9/2020,11357,2.6
1192,9/2020,11358,8.3
1193,9/2020,11360,15.8
1194,9/2020,11361,0.0
1195,9/2020,11362,5.5
1196,9/2020,11363,0.0
1197,9/2020,11364,2.8
1198,9/2020,11365,11.4
1199,9/2020,11366,0.0
1200,9/2020,11367,14.8
1201,9/2020,11368,14.5
1202,9/2020,11369,5.9
1203,9/2020,11370,9.4
1204,9/2020,11372,8.2
1205,9/2020,11373,6.5
1206,9/2020,11374,19.3
1207,9/2020,11375,7.0
1208,9/2020,11377,10.7
1209,9/2020,11378,8.3
1210,9/2020,11379,8.2
1211,9/2020,11385,7.7
1212,9/2020,11411,0.0
1213,9/2020,11412,7.9
1214,9/2020,11413,9.3
1215,9/2020,11414,10.6
1216,9/2020,11415,5.3
1217,9/2020,11416,11.4
1218,9/2020,11417,6.4
1219,9/2020,11418,13.3
1220,9/2020,11419,14.4
1221,9/2020,11420,8.4
1222,9/2020,11421,5.0
1223,9/2020,11422,3.1
1224,9/2020,11423,22.5
1225,9/2020,11426,14.9
1226,9/2020,11427,4.2
1227,9/2020,11428,5.4
1228,9/2020,11429,18.0
1229,9/2020,11432,11.5
1230,9/2020,11433,13.7
1231,9/2020,11434,10.5
1232,9/2020,11435,17.1
1233,9/2020,11436,29.9
1234,9/2020,11691,6.0
1235,9/2020,11692,4.8
1236,9/2020,11693,15.8
1237,9/2020,11694,0.0
1238,9/2020,11697,88.4
1239,10/2020,10001,10.9
1240,10/2020,10002,9.3
1241,10/2020,10003,9.3
1242,10/2020,10004,0.0
1243,10/2020,10005,11.4
1244,10/2020,10006,0.0
1245,10/2020,10007,0.0
1246,10/2020,10009,5.2
1247,10/2020,10010,9.0
1248,10/2020,10011,6.0
1249,10/2020,10012,8.6
1250,10/2020,10013,0.0
1251,10/2020,10014,13.2
1252,10/2020,10016,7.9
1253,10/2020,10017,0.0
1254,10/2020,10018,8.5
1255,10/2020,10019,9.2
1256,10/2020,10021,0.0
1257,10/2020,10022,6.5
1258,10/2020,10023,8.1
1259,10/2020,10024,1.7
1260,10/2020,10025,10.9
1261,10/2020,10026,5.2
1262,10/2020,10027,12.6
1263,10/2020,10028,8.4
1264,10/2020,10029,23.0
1265,10/2020,10030,13.7
1266,10/2020,10031,15.2
1267,10/2020,10032,19.0
1268,10/2020,10033,20.5
1269,10/2020,10034,16.6
1270,10/2020,10035,5.7
1271,10/2020,10036,22.0
1272,10/2020,10037,24.0
1273,10/2020,10038,13.1
1274,10/2020,10039,11.0
1275,10/2020,10040,9.1
1276,10/2020,10044,8.6
1277,10/2020,10065,3.6
1278,10/2020,10069,0.0
1279,10/2020,10075,13.0
1280,10/2020,10128,5.1
1281,10/2020,10280,0.0
1282,10/2020,10282,0.0
1283,10/2020,10301,36.0
1284,10/2020,10302,32.5
1285,10/2020,10303,26.4
1286,10/2020,10304,21.5
1287,10/2020,10305,16.3
1288,10/2020,10306,32.2
1289,10/2020,10307,13.4
1290,10/2020,10308,23.5
1291,10/2020,10309,18.2
1292,10/2020,10310,8.5
1293,10/2020,10312,16.4
1294,10/2020,10314,21.6
1295,10/2020,10451,29.6
1296,10/2020,10452,6.6
1297,10/2020,10453,24.1
1298,10/2020,10454,15.9
1299,10/2020,10455,14.3
1300,10/2020,10456,11.8
1301,10/2020,10457,19.0
1302,10/2020,10458,14.5
1303,10/2020,10459,20.9
1304,10/2020,10460,13.6
1305,10/2020,10461,22.4
1306,10/2020,10462,30.5
1307,10/2020,10463,8.6
1308,10/2020,10464,0.0
1309,10/2020,10465,23.2
1310,10/2020,10466,11.2
1311,10/2020,10467,11.8
1312,10/2020,10468,16.7
1313,10/2020,10469,19.3
1314,10/2020,10470,13.3
1315,10/2020,10471,9.4
1316,10/2020,10472,14.7
1317,10/2020,10473,20.3
1318,10/2020,10474,8.4
1319,10/2020,10475,16.4
1320,10/2020,11004,10.6
1321,10/2020,11101,8.1
1322,10/2020,11102,33.3
1323,10/2020,11103,11.4
1324,10/2020,11104,3.9
1325,10/2020,11105,11.1
1326,10/2020,11106,16.0
1327,10/2020,11109,0.0
1328,10/2020,11201,6.4
1329,10/2020,11203,13.6
1330,10/2020,11204,57.1
1331,10/2020,11205,17.6
1332,10/2020,11206,15.0
1333,10/2020,11207,15.7
1334,10/2020,11208,14.6
1335,10/2020,11209,25.2
1336,10/2020,11210,39.6
1337,10/2020,11211,36.4
1338,10/2020,11212,9.5
1339,10/2020,11213,21.7
1340,10/2020,11214,31.2
1341,10/2020,11215,4.3
1342,10/2020,11216,7.3
1343,10/2020,11217,22.0
1344,10/2020,11218,40.5
1345,10/2020,11219,58.8
1346,10/2020,11220,20.1
1347,10/2020,11221,16.0
1348,10/2020,11222,5.5
1349,10/2020,11223,42.9
1350,10/2020,11224,25.9
1351,10/2020,11225,8.7
1352,10/2020,11226,13.4
1353,10/2020,11228,20.0
1354,10/2020,11229,27.5
1355,10/2020,11230,65.2
1356,10/2020,11231,13.4
1357,10/2020,11232,18.5
1358,10/2020,11233,9.4
1359,10/2020,11234,22.3
1360,10/2020,11235,40.9
1361,10/2020,11236,18.5
1362,10/2020,11237,16.7
1363,10/2020,11238,9.3
1364,10/2020,11239,53.8
1365,10/2020,11354,22.3
1366,10/2020,11355,11.4
1367,10/2020,11356,21.9
1368,10/2020,11357,20.7
1369,10/2020,11358,16.7
1370,10/2020,11360,5.3
1371,10/2020,11361,11.4
1372,10/2020,11362,16.6
1373,10/2020,11363,0.0
1374,10/2020,11364,11.2
1375,10/2020,11365,13.7
1376,10/2020,11366,21.1
1377,10/2020,11367,32.0
1378,10/2020,11368,18.1
1379,10/2020,11369,11.9
1380,10/2020,11370,3.1
1381,10/2020,11372,23.1
1382,10/2020,11373,15.3
1383,10/2020,11374,21.7
1384,10/2020,11375,22.5
1385,10/2020,11377,17.8
1386,10/2020,11378,22.1
1387,10/2020,11379,21.8
1388,10/2020,11385,12.5
1389,10/2020,11411,32.7
1390,10/2020,11412,21.0
1391,10/2020,11413,9.3
1392,10/2020,11414,10.6
1393,10/2020,11415,15.9
1394,10/2020,11416,49.3
1395,10/2020,11417,3.2
1396,10/2020,11418,16.0
1397,10/2020,11419,18.6
1398,10/2020,11420,18.8
1399,10/2020,11421,15.0
1400,10/2020,11422,12.3
1401,10/2020,11423,28.9
1402,10/2020,11426,9.9
1403,10/2020,11427,29.7
1404,10/2020,11428,32.3
1405,10/2020,11429,14.4
1406,10/2020,11432,28.0
1407,10/2020,11433,13.7
1408,10/2020,11434,16.5
1409,10/2020,11435,12.0
1410,10/2020,11436,15.0
1411,10/2020,11691,28.4
1412,10/2020,11692,9.5
1413,10/2020,11693,0.0
1414,10/2020,11694,0.0
1415,10/2020,11697,0.0
1416,11/2020,10001,10.9
1417,11/2020,10002,35.8
1418,11/2020,10003,11.1
1419,11/2020,10004,134.6
1420,11/2020,10005,22.8
1421,11/2020,10006,0.0
1422,11/2020,10007,14.3
1423,11/2020,10009,22.7
1424,11/2020,10010,9.0
1425,11/2020,10011,14.1
1426,11/2020,10012,4.3
1427,11/2020,10013,24.3
1428,11/2020,10014,9.9
1429,11/2020,10016,19.6
1430,11/2020,10017,6.4
1431,11/2020,10018,25.4
1432,11/2020,10019,13.8
1433,11/2020,10021,34.9
1434,11/2020,10022,32.4
1435,11/2020,10023,8.1
1436,11/2020,10024,24.0
1437,11/2020,10025,38.2
1438,11/2020,10026,25.9
1439,11/2020,10027,26.8
1440,11/2020,10028,6.3
1441,11/2020,10029,29.4
1442,11/2020,10030,37.6
1443,11/2020,10031,44.1
1444,11/2020,10032,52.3
1445,11/2020,10033,44.4
1446,11/2020,10034,21.3
1447,11/2020,10035,28.4
1448,11/2020,10036,29.4
1449,11/2020,10037,9.6
1450,11/2020,10038,39.4
1451,11/2020,10039,22.1
1452,11/2020,10040,52.3
1453,11/2020,10044,25.7
1454,11/2020,10065,21.5
1455,11/2020,10069,15.9
1456,11/2020,10075,0.0
1457,11/2020,10128,17.1
1458,11/2020,10280,0.0
1459,11/2020,10282,0.0
1460,11/2020,10301,66.8
1461,11/2020,10302,75.7
1462,11/2020,10303,64.1
1463,11/2020,10304,74.0
1464,11/2020,10305,56.0
1465,11/2020,10306,151.5
1466,11/2020,10307,80.5
1467,11/2020,10308,57.0
1468,11/2020,10309,51.6
1469,11/2020,10310,72.5
1470,11/2020,10312,63.9
1471,11/2020,10314,85.4
1472,11/2020,10451,57.0
1473,11/2020,10452,47.9
1474,11/2020,10453,44.5
1475,11/2020,10454,39.7
1476,11/2020,10455,35.8
1477,11/2020,10456,34.3
1478,11/2020,10457,61.0
1479,11/2020,10458,42.3
1480,11/2020,10459,62.7
1481,11/2020,10460,44.2
1482,11/2020,10461,50.9
1483,11/2020,10462,55.8
1484,11/2020,10463,48.6
1485,11/2020,10464,23.3
1486,11/2020,10465,32.5
1487,11/2020,10466,28.0
1488,11/2020,10467,37.2
1489,11/2020,10468,27.0
1490,11/2020,10469,24.8
1491,11/2020,10470,40.0
1492,11/2020,10471,33.0
1493,11/2020,10472,45.6
1494,11/2020,10473,50.8
1495,11/2020,10474,25.1
1496,11/2020,10475,11.7
1497,11/2020,11004,31.7
1498,11/2020,11101,16.3
1499,11/2020,11102,36.6
1500,11/2020,11103,20.0
1501,11/2020,11104,23.6
1502,11/2020,11105,49.7
1503,11/2020,11106,32.1
1504,11/2020,11109,0.0
1505,11/2020,11201,11.2
1506,11/2020,11203,38.2
1507,11/2020,11204,28.5
1508,11/2020,11205,28.7
1509,11/2020,11206,20.8
1510,11/2020,11207,48.3
1511,11/2020,11208,70.1
1512,11/2020,11209,37.0
1513,11/2020,11210,36.5
1514,11/2020,11211,28.5
1515,11/2020,11212,60.8
1516,11/2020,11213,38.7
1517,11/2020,11214,42.0
1518,11/2020,11215,14.4
1519,11/2020,11216,16.4
1520,11/2020,11217,14.7
1521,11/2020,11218,24.3
1522,11/2020,11219,47.7
1523,11/2020,11220,30.7
1524,11/2020,11221,23.3
1525,11/2020,11222,8.3
1526,11/2020,11223,44.2
1527,11/2020,11224,47.5
1528,11/2020,11225,17.4
1529,11/2020,11226,22.6
1530,11/2020,11228,15.6
1531,11/2020,11229,37.1
1532,11/2020,11230,66.4
1533,11/2020,11231,13.4
1534,11/2020,11232,44.3
1535,11/2020,11233,30.9
1536,11/2020,11234,27.6
1537,11/2020,11235,55.0
1538,11/2020,11236,24.7
1539,11/2020,11237,22.9
1540,11/2020,11238,18.7
1541,11/2020,11239,69.1
1542,11/2020,11354,46.4
1543,11/2020,11355,35.5
1544,11/2020,11356,48.2
1545,11/2020,11357,59.4
1546,11/2020,11358,38.9
1547,11/2020,11360,36.8
1548,11/2020,11361,22.8
1549,11/2020,11362,38.7
1550,11/2020,11363,14.8
1551,11/2020,11364,25.2
1552,11/2020,11365,32.0
1553,11/2020,11366,42.2
1554,11/2020,11367,27.0
1555,11/2020,11368,36.2
1556,11/2020,11369,65.4
1557,11/2020,11370,50.4
1558,11/2020,11372,52.7
1559,11/2020,11373,49.1
1560,11/2020,11374,41.1
1561,11/2020,11375,47.7
1562,11/2020,11377,35.7
1563,11/2020,11378,19.4
1564,11/2020,11379,35.5
1565,11/2020,11385,33.8
1566,11/2020,11411,28.1
1567,11/2020,11412,49.9
1568,11/2020,11413,16.2
1569,11/2020,11414,38.8
1570,11/2020,11415,42.4
1571,11/2020,11416,30.3
1572,11/2020,11417,51.5
1573,11/2020,11418,53.2
1574,11/2020,11419,33.0
1575,11/2020,11420,29.3
1576,11/2020,11421,35.0
1577,11/2020,11422,46.3
1578,11/2020,11423,57.8
1579,11/2020,11426,54.6
1580,11/2020,11427,46.7
1581,11/2020,11428,64.6
1582,11/2020,11429,46.7
1583,11/2020,11432,67.5
1584,11/2020,11433,46.5
1585,11/2020,11434,34.5
1586,11/2020,11435,41.1
1587,11/2020,11436,34.9
1588,11/2020,11691,35.9
1589,11/2020,11692,19.0
1590,11/2020,11693,31.6
1591,11/2020,11694,9.6
1592,11/2020,11697,59.0
1593,12/2020,10001,54.3
1594,12/2020,10002,154.0
1595,12/2020,10003,29.6
1596,12/2020,10004,134.6
1597,12/2020,10005,0.0
1598,12/2020,10006,0.0
1599,12/2020,10007,14.3
1600,12/2020,10009,70.0
1601,12/2020,10010,33.0
1602,12/2020,10011,40.2
1603,12/2020,10012,25.9
1604,12/2020,10013,34.7
1605,12/2020,10014,26.4
1606,12/2020,10016,43.2
1607,12/2020,10017,76.9
1608,12/2020,10018,25.4
1609,12/2020,10019,62.0
1610,12/2020,10021,58.9
1611,12/2020,10022,48.5
1612,12/2020,10023,27.5
1613,12/2020,10024,36.0
1614,12/2020,10025,55.7
1615,12/2020,10026,72.4
1616,12/2020,10027,42.6
1617,12/2020,10028,25.3
1618,12/2020,10029,98.4
1619,12/2020,10030,82.0
1620,12/2020,10031,105.0
1621,12/2020,10032,103.1
1622,12/2020,10033,87.2
1623,12/2020,10034,71.0
1624,12/2020,10035,141.9
1625,12/2020,10036,62.4
1626,12/2020,10037,129.8
1627,12/2020,10038,78.7
1628,12/2020,10039,95.7
1629,12/2020,10040,86.4
1630,12/2020,10044,34.3
1631,12/2020,10065,50.2
1632,12/2020,10069,111.4
1633,12/2020,10075,52.1
1634,12/2020,10128,51.2
1635,12/2020,10280,32.1
1636,12/2020,10282,53.8
1637,12/2020,10301,131.1
1638,12/2020,10302,183.9
1639,12/2020,10303,86.8
1640,12/2020,10304,174.3
1641,12/2020,10305,158.7
1642,12/2020,10306,161.0
1643,12/2020,10307,67.1
1644,12/2020,10308,93.9
1645,12/2020,10309,130.5
1646,12/2020,10310,140.8
1647,12/2020,10312,98.3
1648,12/2020,10314,148.1
1649,12/2020,10451,82.3
1650,12/2020,10452,99.7
1651,12/2020,10453,113.1
1652,12/2020,10454,134.8
1653,12/2020,10455,83.5
1654,12/2020,10456,103.0
1655,12/2020,10457,103.1
1656,12/2020,10458,106.4
1657,12/2020,10459,100.3
1658,12/2020,10460,117.2
1659,12/2020,10461,112.0
1660,12/2020,10462,100.9
1661,12/2020,10463,100.0
1662,12/2020,10464,23.3
1663,12/2020,10465,109.0
1664,12/2020,10466,70.1
1665,12/2020,10467,88.2
1666,12/2020,10468,99.0
1667,12/2020,10469,97.8
1668,12/2020,10470,120.1
1669,12/2020,10471,56.5
1670,12/2020,10472,122.1
1671,12/2020,10473,148.9
1672,12/2020,10474,91.9
1673,12/2020,10475,81.9
1674,12/2020,11004,105.5
1675,12/2020,11101,67.9
1676,12/2020,11102,123.1
1677,12/2020,11103,54.4
1678,12/2020,11104,94.4
1679,12/2020,11105,93.9
1680,12/2020,11106,61.5
1681,12/2020,11109,17.4
1682,12/2020,11201,33.7
1683,12/2020,11203,91.4
1684,12/2020,11204,83.0
1685,12/2020,11205,59.6
1686,12/2020,11206,69.2
1687,12/2020,11207,105.6
1688,12/2020,11208,135.0
1689,12/2020,11209,81.5
1690,12/2020,11210,63.9
1691,12/2020,11211,47.2
1692,12/2020,11212,102.7
1693,12/2020,11213,71.2
1694,12/2020,11214,112.1
1695,12/2020,11215,33.0
1696,12/2020,11216,65.7
1697,12/2020,11217,26.9
1698,12/2020,11218,98.7
1699,12/2020,11219,77.7
1700,12/2020,11220,92.0
1701,12/2020,11221,67.5
1702,12/2020,11222,27.7
1703,12/2020,11223,137.4
1704,12/2020,11224,177.2
1705,12/2020,11225,52.2
1706,12/2020,11226,56.5
1707,12/2020,11228,91.1
1708,12/2020,11229,118.5
1709,12/2020,11230,145.1
1710,12/2020,11231,37.5
1711,12/2020,11232,62.8
1712,12/2020,11233,67.3
1713,12/2020,11234,91.4
1714,12/2020,11235,216.1
1715,12/2020,11236,70.0
1716,12/2020,11237,56.2
1717,12/2020,11238,54.2
1718,12/2020,11239,207.3
1719,12/2020,11354,113.1
1720,12/2020,11355,150.9
1721,12/2020,11356,70.1
1722,12/2020,11357,59.4
1723,12/2020,11358,72.2
1724,12/2020,11360,126.0
1725,12/2020,11361,75.8
1726,12/2020,11362,82.9
1727,12/2020,11363,133.6
1728,12/2020,11364,67.2
1729,12/2020,11365,63.9
1730,12/2020,11366,77.4
1731,12/2020,11367,100.8
1732,12/2020,11368,93.3
1733,12/2020,11369,127.9
1734,12/2020,11370,88.1
1735,12/2020,11372,103.8
1736,12/2020,11373,100.4
1737,12/2020,11374,99.0
1738,12/2020,11375,67.4
1739,12/2020,11377,110.7
1740,12/2020,11378,63.6
1741,12/2020,11379,84.6
1742,12/2020,11385,63.7
1743,12/2020,11411,46.8
1744,12/2020,11412,49.9
1745,12/2020,11413,62.5
1746,12/2020,11414,119.9
1747,12/2020,11415,68.9
1748,12/2020,11416,140.2
1749,12/2020,11417,99.9
1750,12/2020,11418,125.0
1751,12/2020,11419,154.6
1752,12/2020,11420,102.4
1753,12/2020,11421,114.9
1754,12/2020,11422,108.1
1755,12/2020,11423,102.8
1756,12/2020,11426,94.2
1757,12/2020,11427,63.6
1758,12/2020,11428,86.1
1759,12/2020,11429,107.9
1760,12/2020,11432,144.8
1761,12/2020,11433,90.4
1762,12/2020,11434,106.3
1763,12/2020,11435,106.1
1764,12/2020,11436,134.7
1765,12/2020,11691,94.2
1766,12/2020,11692,47.6
1767,12/2020,11693,71.0
1768,12/2020,11694,57.7
1769,12/2020,11697,147.4
1770,1/2021,10001,90.5
1771,1/2021,10002,163.3
1772,1/2021,10003,50.0
1773,1/2021,10004,67.3
1774,1/2021,10005,11.4
1775,1/2021,10006,0.0
1776,1/2021,10007,0.0
1777,1/2021,10009,101.5
1778,1/2021,10010,78.0
1779,1/2021,10011,38.2
1780,1/2021,10012,69.1
1781,1/2021,10013,72.9
1782,1/2021,10014,26.4
1783,1/2021,10016,68.7
1784,1/2021,10017,38.4
1785,1/2021,10018,33.9
1786,1/2021,10019,91.9
1787,1/2021,10021,54.5
1788,1/2021,10022,74.4
1789,1/2021,10023,61.5
1790,1/2021,10024,58.2
1791,1/2021,10025,97.1
1792,1/2021,10026,111.2
1793,1/2021,10027,135.7
1794,1/2021,10028,52.8
1795,1/2021,10029,170.0
1796,1/2021,10030,112.7
1797,1/2021,10031,96.6
1798,1/2021,10032,180.8
1799,1/2021,10033,135.0
1800,1/2021,10034,137.3
1801,1/2021,10035,96.5
1802,1/2021,10036,91.8
1803,1/2021,10037,182.8
1804,1/2021,10038,166.2
1805,1/2021,10039,125.1
1806,1/2021,10040,125.1
1807,1/2021,10044,60.0
1808,1/2021,10065,32.3
1809,1/2021,10069,63.6
1810,1/2021,10075,78.1
1811,1/2021,10128,64.9
1812,1/2021,10280,64.2
1813,1/2021,10282,35.9
1814,1/2021,10301,133.7
1815,1/2021,10302,173.1
1816,1/2021,10303,128.2
1817,1/2021,10304,183.8
1818,1/2021,10305,163.3
1819,1/2021,10306,159.1
1820,1/2021,10307,181.1
1821,1/2021,10308,117.4
1822,1/2021,10309,154.8
1823,1/2021,10310,128.0
1824,1/2021,10312,152.3
1825,1/2021,10314,163.2
1826,1/2021,10451,160.4
1827,1/2021,10452,160.9
1828,1/2021,10453,144.9
1829,1/2021,10454,187.7
1830,1/2021,10455,200.5
1831,1/2021,10456,148.1
1832,1/2021,10457,173.6
1833,1/2021,10458,142.6
1834,1/2021,10459,183.8
1835,1/2021,10460,181.7
1836,1/2021,10461,187.4
1837,1/2021,10462,152.7
1838,1/2021,10463,148.6
1839,1/2021,10464,70.0
1840,1/2021,10465,167.0
1841,1/2021,10466,138.8
1842,1/2021,10467,203.8
1843,1/2021,10468,156.8
1844,1/2021,10469,141.8
1845,1/2021,10470,153.4
1846,1/2021,10471,131.8
1847,1/2021,10472,179.5
1848,1/2021,10473,201.3
1849,1/2021,10474,116.9
1850,1/2021,10475,170.8
1851,1/2021,11004,137.2
1852,1/2021,11101,73.3
1853,1/2021,11102,133.1
1854,1/2021,11103,91.6
1855,1/2021,11104,62.9
1856,1/2021,11105,105.0
1857,1/2021,11106,114.9
1858,1/2021,11109,34.7
1859,1/2021,11201,44.9
1860,1/2021,11203,100.9
1861,1/2021,11204,150.5
1862,1/2021,11205,52.9
1863,1/2021,11206,113.0
1864,1/2021,11207,137.0
1865,1/2021,11208,168.5
1866,1/2021,11209,105.2
1867,1/2021,11210,97.4
1868,1/2021,11211,63.0
1869,1/2021,11212,170.3
1870,1/2021,11213,109.9
1871,1/2021,11214,163.8
1872,1/2021,11215,24.4
1873,1/2021,11216,69.3
1874,1/2021,11217,36.7
1875,1/2021,11218,128.4
1876,1/2021,11219,107.7
1877,1/2021,11220,159.6
1878,1/2021,11221,113.0
1879,1/2021,11222,85.8
1880,1/2021,11223,152.2
1881,1/2021,11224,330.7
1882,1/2021,11225,90.4
1883,1/2021,11226,143.8
1884,1/2021,11228,117.8
1885,1/2021,11229,193.9
1886,1/2021,11230,167.6
1887,1/2021,11231,56.2
1888,1/2021,11232,81.2
1889,1/2021,11233,109.0
1890,1/2021,11234,117.0
1891,1/2021,11235,329.9
1892,1/2021,11236,107.1
1893,1/2021,11237,112.5
1894,1/2021,11238,63.5
1895,1/2021,11239,284.1
1896,1/2021,11354,202.2
1897,1/2021,11355,234.6
1898,1/2021,11356,144.6
1899,1/2021,11357,108.5
1900,1/2021,11358,144.3
1901,1/2021,11360,215.3
1902,1/2021,11361,132.7
1903,1/2021,11362,121.5
1904,1/2021,11363,29.7
1905,1/2021,11364,117.7
1906,1/2021,11365,127.8
1907,1/2021,11366,105.6
1908,1/2021,11367,132.8
1909,1/2021,11368,119.6
1910,1/2021,11369,121.9
1911,1/2021,11370,147.9
1912,1/2021,11372,154.9
1913,1/2021,11373,156.0
1914,1/2021,11374,222.3
1915,1/2021,11375,124.9
1916,1/2021,11377,136.8
1917,1/2021,11378,91.3
1918,1/2021,11379,136.5
1919,1/2021,11385,118.7
1920,1/2021,11411,131.0
1921,1/2021,11412,115.5
1922,1/2021,11413,104.2
1923,1/2021,11414,176.3
1924,1/2021,11415,106.0
